Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000037643	Pelagerythrobacter marensis	543877	2659	C:98.7%[S:98.6%,D:0.1%],F:0.1%,M:1.2%,n:1018	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Pelagerythrobacter	
UP000037737	Microbacterium chocolatum	84292	2721	C:99.3%[S:98.9%,D:0.4%],F:0.2%,M:0.6%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	
UP000037755	Flavobacterium akiainvivens	1202724	3833	C:99.5%[S:99.3%,D:0.1%],F:0.1%,M:0.4%,n:733	Outlier (high value)	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
UP000037773	Streptomyces caelestis	36816	6882	C:93.0%[S:92.5%,D:0.5%],F:0.3%,M:6.8%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000037778	Apilactobacillus kunkeei	148814	1332	C:97.5%[S:97.5%,D:0.0%],F:0.2%,M:2.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	
UP000037931	Pseudomonas asplenii	53407	6316	C:99.6%[S:99.6%,D:0.0%],F:0.3%,M:0.1%,n:782	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
UP000037939	Amantichitinum ursilacus	857265	4368	C:99.3%[S:98.5%,D:0.7%],F:0.1%,M:0.6%,n:804	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Chitinibacteraceae	Amantichitinum	
UP000038055	Capnocytophaga cynodegmi	28189	2439	C:96.0%[S:96.0%,D:0.0%],F:0.1%,M:3.8%,n:733	Unknown	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
UP000038622	Helicobacter ailurogastricus	1578720	1610	C:95.4%[S:95.4%,D:0.0%],F:0.5%,M:4.1%,n:628	Unknown	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
UP000038647	Yersinia aldovae	29483	4118	C:98.4%[S:98.2%,D:0.2%],F:0.2%,M:1.4%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	
UP000040578	Yersinia nurmii	685706	3623	C:98.6%[S:98.4%,D:0.2%],F:0.2%,M:1.1%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	
UP000041625	Vibrio coralliirubri	1516159	5267	C:99.6%[S:99.6%,D:0.0%],F:0.1%,M:0.3%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP000041882	Yersinia thracica	2890319	3930	C:99.1%[S:98.9%,D:0.2%],F:0.2%,M:0.7%,n:440	Standard	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	
UP000042527	Treponema phagedenis	162	3110	C:99.4%[S:99.4%,D:0.0%],F:0.0%,M:0.6%,n:345	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	
UP000043699	Planococcus massiliensis	1499687	3353	C:99.3%[S:98.9%,D:0.4%],F:0.4%,M:0.2%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	
UP000043763	Brachyspira suanatina	381802	2816	C:96.2%[S:95.8%,D:0.4%],F:0.4%,M:3.3%,n:239	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	
UP000043764	Phaeobacter italicus	481446	3819	C:99.5%[S:99.0%,D:0.5%],F:0.1%,M:0.4%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	
UP000044071	Legionella massiliensis	1034943	3750	C:100.0%[S:99.7%,D:0.3%],F:0.0%,M:0.0%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000045051	Capnocytophaga canis	1848903	2202	C:94.7%[S:94.5%,D:0.1%],F:0.5%,M:4.8%,n:733	Unknown	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
UP000045545	Syntrophomonas zehnderi OL-4	690567	2631	C:96.2%[S:83.3%,D:12.9%],F:0.8%,M:3.0%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas zehnderi
UP000046090	Helicobacter heilmannii	35817	1709	C:94.3%[S:94.1%,D:0.2%],F:0.5%,M:5.3%,n:628	Unknown	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
UP000048908	Jannaschia rubra	282197	3629	C:99.3%[S:99.2%,D:0.1%],F:0.4%,M:0.4%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Jannaschia	
UP000048949	Nereida ignava	282199	2850	C:99.0%[S:98.4%,D:0.6%],F:0.4%,M:0.6%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Nereida	
UP000048965	Streptomyces lydicamycinicus	1546107	7436	C:99.9%[S:99.1%,D:0.8%],F:0.1%,M:0.1%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000049828	Roseburia inulinivorans	360807	3442	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
UP000049855	Sporomusa ovata	2378	5251	C:96.2%[S:94.1%,D:2.1%],F:0.8%,M:3.0%,n:796	Unknown	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	
UP000049979	Roseburia faecis	301302	3168	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
UP000049983	Roseibium album	311410	6265	C:99.5%[S:99.2%,D:0.3%],F:0.0%,M:0.5%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	
UP000050272	Bacillus australimaris	1326968	3588	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
UP000050331	Lentibacillus amyloliquefaciens	1472767	3553	C:98.0%[S:98.0%,D:0.0%],F:0.2%,M:1.8%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	
UP000050488	Corynebacterium lowii	1544413	2252	C:97.6%[S:97.6%,D:0.0%],F:0.7%,M:1.7%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
UP000050501	Levilinea saccharolytica	229921	3080	C:86.3%[S:83.4%,D:3.0%],F:0.4%,M:13.3%,n:271	Unknown	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	
UP000050544	Thermanaerothrix daxensis	869279	2394	C:91.5%[S:90.0%,D:1.5%],F:0.4%,M:8.1%,n:271	Unknown	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	
UP000050580	Lampropedia cohaerens	1610491	2593	C:94.5%[S:94.3%,D:0.1%],F:0.3%,M:5.2%,n:688	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia	
UP000050786	Ruegeria atlantica	81569	4684	C:99.6%[S:99.3%,D:0.4%],F:0.1%,M:0.2%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	
UP000050864	Stenotrophomonas humi	405444	3493	C:98.1%[S:97.9%,D:0.2%],F:0.2%,M:1.7%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	
UP000050865	Lacticaseibacillus camelliae DSM 22697 = JCM 13995	1423730	2347	C:98.3%[S:98.0%,D:0.2%],F:1.5%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus camelliae
UP000050909	Amylolactobacillus amylotrophicus DSM 20534	1423722	1529	C:98.0%[S:98.0%,D:0.0%],F:1.0%,M:1.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus	Amylolactobacillus amylotrophicus
UP000050911	Secundilactobacillus kimchicus JCM 15530	1302272	2470	C:97.8%[S:97.8%,D:0.0%],F:1.5%,M:0.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus kimchicus
UP000050920	Lactiplantibacillus fabifermentans DSM 21115	1413187	3043	C:97.5%[S:97.5%,D:0.0%],F:1.7%,M:0.7%,n:402	Standard	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus fabifermentans
UP000050929	Companilactobacillus tucceti DSM 20183	1423811	2050	C:97.3%[S:97.3%,D:0.0%],F:1.7%,M:1.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus tucceti
UP000050940	Stenotrophomonas daejeonensis	659018	2805	C:98.5%[S:98.4%,D:0.2%],F:0.4%,M:1.0%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	
UP000051006	Companilactobacillus kimchiensis	993692	2514	C:97.8%[S:96.5%,D:1.2%],F:0.7%,M:1.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	
UP000051008	Ligilactobacillus agilis DSM 20509	1423718	1951	C:98.3%[S:98.0%,D:0.2%],F:1.2%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus agilis
UP000051015	Liquorilactobacillus aquaticus DSM 21051	1423725	2170	C:98.0%[S:98.0%,D:0.0%],F:1.5%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus aquaticus
UP000051036	Lactobacillus kalixensis DSM 16043	1423763	1904	C:99.0%[S:98.5%,D:0.5%],F:0.5%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kalixensis
UP000051061	Alkalicoccobacillus plakortidis	444060	3774	C:99.3%[S:99.3%,D:0.0%],F:0.2%,M:0.4%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccobacillus	
UP000051074	Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162	1293597	1813	C:96.8%[S:96.3%,D:0.5%],F:1.2%,M:2.0%,n:402	Standard	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus equicursoris
UP000051084	Limosilactobacillus equigenerosi DSM 18793 = JCM 14505	1423742	1490	C:97.8%[S:97.8%,D:0.0%],F:0.5%,M:1.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus equigenerosi
UP000051086	Thalassovita autumnalis	2072972	4141	C:99.4%[S:99.4%,D:0.0%],F:0.0%,M:0.6%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Thalassovita	
UP000051131	Liquorilactobacillus cacaonum DSM 21116	1423729	1801	C:98.5%[S:98.5%,D:0.0%],F:1.0%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus cacaonum
UP000051160	Secundilactobacillus odoratitofui DSM 19909 = JCM 15043	1423776	2382	C:99.0%[S:98.5%,D:0.5%],F:0.7%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus odoratitofui
UP000051166	Liquorilactobacillus satsumensis DSM 16230 = JCM 12392	1423801	2407	C:97.8%[S:97.8%,D:0.0%],F:1.0%,M:1.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus satsumensis
UP000051176	Levilactobacillus parabrevis ATCC 53295	1267003	2251	C:97.3%[S:97.3%,D:0.0%],F:1.5%,M:1.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus parabrevis
UP000051184	Cognatishimia activa	1715691	3406	C:98.2%[S:98.1%,D:0.1%],F:0.1%,M:1.7%,n:833	Outlier (low value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cognatishimia	
UP000051221	Vibrio furnissii	29494	4417	C:99.7%[S:99.7%,D:0.1%],F:0.0%,M:0.3%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP000051230	Amylolactobacillus amylophilus DSM 20533 = JCM 1125	1423721	1532	C:98.3%[S:98.3%,D:0.0%],F:1.0%,M:0.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus	Amylolactobacillus amylophilus
UP000051236	Agrilactobacillus composti DSM 18527 = JCM 14202	1423734	3260	C:98.3%[S:97.8%,D:0.5%],F:0.7%,M:1.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Agrilactobacillus	Agrilactobacillus composti
UP000051248	Companilactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160	1423775	2568	C:99.0%[S:99.0%,D:0.0%],F:0.0%,M:1.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus nodensis
UP000051256	Lentilactobacillus senioris DSM 24302 = JCM 17472	1423802	1539	C:98.0%[S:97.8%,D:0.2%],F:1.5%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus senioris
UP000051260	Ruegeria denitrificans	1715692	4541	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	
UP000051291	Ligilactobacillus araffinosus DSM 20653	1423820	1386	C:99.3%[S:99.3%,D:0.0%],F:0.5%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus araffinosus
UP000051296	Weissella halotolerans DSM 20190	1123500	1304	C:96.8%[S:96.5%,D:0.2%],F:2.0%,M:1.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella halotolerans
UP000051302	Companilactobacillus nantensis DSM 16982	1423774	2653	C:98.8%[S:98.0%,D:0.7%],F:0.0%,M:1.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus nantensis
UP000051315	Lapidilactobacillus concavus DSM 17758	1423735	1720	C:98.3%[S:98.3%,D:0.0%],F:0.5%,M:1.2%,n:402	Close to standard (low value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lapidilactobacillus	Lapidilactobacillus concavus
UP000051324	Ligilactobacillus apodemi DSM 16634 = JCM 16172	1423724	1944	C:98.8%[S:98.8%,D:0.0%],F:1.0%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus apodemi
UP000051330	Schleiferilactobacillus perolens DSM 12744	1423792	3052	C:98.5%[S:98.0%,D:0.5%],F:0.2%,M:1.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus perolens
UP000051335	Pseudomonas syringae pv. coryli	317659	5433	C:88.9%[S:88.9%,D:0.0%],F:3.1%,M:8.1%,n:782	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
UP000051378	Holzapfeliella floricola DSM 23037 = JCM 16512	1423744	1222	C:97.8%[S:97.5%,D:0.2%],F:0.7%,M:1.5%,n:402	Close to standard (low value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Holzapfeliella	Holzapfeliella floricola
UP000051412	Limosilactobacillus panis DSM 6035	1423782	1852	C:97.5%[S:96.5%,D:1.0%],F:1.7%,M:0.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus panis
UP000051439	Lentilactobacillus kisonensis DSM 19906 = JCM 15041	1423766	2690	C:98.8%[S:98.5%,D:0.2%],F:0.5%,M:0.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus kisonensis
UP000051442	Secundilactobacillus similis DSM 23365 = JCM 2765	1423804	3000	C:98.0%[S:97.3%,D:0.7%],F:1.2%,M:0.7%,n:402	Close to standard (high value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus similis
UP000051445	Limosilactobacillus frumenti DSM 13145	1423746	1641	C:99.0%[S:98.5%,D:0.5%],F:0.7%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus frumenti
UP000051450	Dellaglioa algida DSM 15638	1423719	1505	C:99.0%[S:99.0%,D:0.0%],F:0.5%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Dellaglioa	Dellaglioa algida
UP000051461	Loigolactobacillus bifermentans DSM 20003	1423726	2964	C:99.3%[S:99.3%,D:0.0%],F:0.5%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus bifermentans
UP000051500	Ligilactobacillus ceti DSM 22408	1122146	1244	C:97.5%[S:97.3%,D:0.2%],F:0.7%,M:1.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ceti
UP000051515	Companilactobacillus bobalius DSM 19674	1423788	2723	C:98.0%[S:97.3%,D:0.7%],F:0.2%,M:1.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus bobalius
UP000051521	Lactobacillus gigeriorum DSM 23908 = CRBIP 24.85	1423751	1814	C:98.5%[S:98.3%,D:0.2%],F:1.0%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gigeriorum
UP000051565	Fructilactobacillus lindneri DSM 20690 = JCM 11027	1122148	1407	C:97.0%[S:96.8%,D:0.2%],F:0.7%,M:2.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus lindneri
UP000051580	Levilactobacillus hammesii DSM 16381	1423753	2487	C:98.0%[S:98.0%,D:0.0%],F:1.2%,M:0.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus hammesii
UP000051581	Lentilactobacillus sunkii DSM 19904	1423808	2482	C:99.0%[S:99.0%,D:0.0%],F:0.5%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus sunkii
UP000051587	Thalassovita gelatinovora (Thalassobius gelatinovorus)	53501	3764	C:99.3%[S:98.9%,D:0.4%],F:0.0%,M:0.7%,n:833	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Thalassovita	
UP000051621	Liquorilactobacillus capillatus DSM 19910	1423731	2051	C:98.8%[S:98.0%,D:0.7%],F:1.2%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus capillatus
UP000051639	Limosilactobacillus ingluviei	148604	1922	C:99.0%[S:98.8%,D:0.2%],F:0.2%,M:0.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
UP000051647	Companilactobacillus versmoldensis DSM 14857 = KCTC 3814	1423815	2261	C:97.5%[S:97.3%,D:0.2%],F:0.7%,M:1.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus versmoldensis
UP000051655	Weissella kandleri	1616	1222	C:94.5%[S:94.5%,D:0.0%],F:0.5%,M:5.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	
UP000051658	Carnobacterium divergens DSM 20623	1449336	2398	C:99.8%[S:99.3%,D:0.5%],F:0.2%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium divergens
UP000051672	Lacticaseibacillus brantae DSM 23927	1423727	1863	C:97.3%[S:97.3%,D:0.0%],F:2.2%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus brantae
UP000051681	Thalassovita mediterranea	340021	3260	C:99.3%[S:98.9%,D:0.4%],F:0.1%,M:0.6%,n:833	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Thalassovita	
UP000051682	Chryseobacterium aquaticum	452084	3362	C:99.7%[S:99.6%,D:0.1%],F:0.0%,M:0.3%,n:733	Unknown	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
UP000051686	Liquorilactobacillus oeni DSM 19972	1423777	1945	C:99.0%[S:99.0%,D:0.0%],F:0.7%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus oeni
UP000051697	Paucilactobacillus oligofermentans DSM 15707 = LMG 22743	1423778	1735	C:99.0%[S:99.0%,D:0.0%],F:0.2%,M:0.7%,n:402	Close to standard (low value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus oligofermentans
UP000051733	Paucilactobacillus vaccinostercus DSM 20634	1423813	2398	C:98.5%[S:98.3%,D:0.2%],F:0.7%,M:0.7%,n:402	Standard	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus vaccinostercus
UP000051789	Lacticaseibacillus thailandensis DSM 22698 = JCM 13996	1423810	1860	C:98.5%[S:98.3%,D:0.2%],F:0.7%,M:0.7%,n:402	Outlier (low value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus thailandensis
UP000051790	Lacticaseibacillus manihotivorans DSM 13343 = JCM 12514	1423769	2921	C:99.3%[S:98.8%,D:0.5%],F:0.5%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus manihotivorans
UP000051804	Lacticaseibacillus nasuensis JCM 17158	1291734	2092	C:98.0%[S:98.0%,D:0.0%],F:0.7%,M:1.2%,n:402	Outlier (low value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus nasuensis
UP000051813	Lapidilactobacillus dextrinicus DSM 20335	1423738	1691	C:99.0%[S:99.0%,D:0.0%],F:1.0%,M:0.0%,n:402	Close to standard (low value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lapidilactobacillus	Lapidilactobacillus dextrinicus
UP000051820	Paucilactobacillus suebicus DSM 5007 = KCTC 3549	1423807	2449	C:98.8%[S:98.5%,D:0.2%],F:0.7%,M:0.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus suebicus
UP000051870	Shimia thalassica	1715693	4063	C:99.5%[S:99.2%,D:0.4%],F:0.1%,M:0.4%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Shimia	
UP000051883	Limosilactobacillus antri DSM 16041	525309	2035	C:98.0%[S:97.5%,D:0.5%],F:1.0%,M:1.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus antri
UP000051888	Heyndrickxia shackletonii	157838	4690	C:99.8%[S:98.4%,D:1.3%],F:0.0%,M:0.2%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	
UP000051913	Bradyrhizobium valentinum	1518501	7768	C:97.0%[S:95.9%,D:1.1%],F:0.3%,M:2.7%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	
UP000051931	Lactobacillus psittaci DSM 15354	1122152	1327	C:98.0%[S:98.0%,D:0.0%],F:0.2%,M:1.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus psittaci
UP000051955	Levilactobacillus acidifarinae DSM 19394	1423715	2656	C:97.3%[S:96.8%,D:0.5%],F:1.5%,M:1.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus acidifarinae
UP000051992	Weissella viridescens (Lactobacillus viridescens)	1629	1462	C:98.3%[S:98.0%,D:0.2%],F:0.2%,M:1.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	
UP000051999	Furfurilactobacillus rossiae DSM 15814	1114972	2635	C:99.8%[S:98.5%,D:1.2%],F:0.0%,M:0.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	Furfurilactobacillus rossiae
